country,year,pop,continent,gdpPercap,lifeExp
00000205087,2020-02,14900000,cz,27,2.101848
00000205092,2019-03,500000,cz,5,0.074305
00000205092,2019-07,1100000,cz,6,0.138714
00000205172,2019-03,400000,cz,4,0.059444
00000205172,2019-07,1500000,cz,11,0.189155
00000205172,2019-10,2300000,cz,8,0.254003
00000205172,2019-12,3500000,cz,12,0.201811
00000205172,2020-01,4600000,cz,11,0.471505
00000205172,2020-02,5200000,cz,6,0.733531
00000205426,2019-05,1600000,cz,16,0.26264
00000205426,2019-08,4100000,cz,25,0.712176
00000205426,2019-09,7000000,cz,29,0.816327
00000205431,2019-03,5400000,cz,54,0.802497
00000205431,2019-07,11600000,cz,62,1.462799
00000205431,2019-12,22600000,cz,110,1.303119
00000205488,2019-04,200000,cz,2,0.027847
00000205488,2019-08,300000,cz,1,0.05211
00000205488,2019-09,400000,cz,1,0.046647
00000205488,2019-11,800000,cz,4,0.066473
00000205493,2019-04,2200000,cz,22,0.306321
00000205493,2019-06,5400000,cz,32,0.901653
00000205493,2019-07,10400000,cz,50,1.311475
00000205493,2019-11,15400000,cz,50,1.279601
00000205493,2020-02,20400000,cz,50,2.877698
00000205501,2019-03,6400000,cz,64,0.951107
00000205501,2019-05,18200000,cz,118,2.987525
00000205501,2019-08,28900000,cz,107,5.019976
00000205501,2019-09,40900000,cz,120,4.769679
00000205501,2020-01,63800000,cz,229,6.539565
00000205501,2020-02,75600000,cz,118,10.66441
00000205539,2019-03,2000000,cz,20,0.297221
00000205539,2019-06,3300000,cz,13,0.55101
00000205539,2019-07,5100000,cz,18,0.643127
00000205539,2019-08,7500000,cz,24,1.302762
00000205539,2019-09,10300000,cz,28,1.201166
00000205539,2019-10,13000000,cz,27,1.435671
00000205539,2019-11,14500000,cz,15,1.204819
00000205539,2020-02,15700000,cz,12,2.214699
00000205544,2019-03,600000,cz,6,0.089166
00000205544,2019-04,1000000,cz,4,0.139237
00000205544,2019-05,1300000,cz,3,0.213395
00000205544,2019-07,2300000,cz,10,0.290038
00000205544,2019-08,2500000,cz,2,0.434254
00000205544,2019-09,3600000,cz,11,0.419825
00000205544,2020-01,4700000,cz,11,0.481755
00000205619,2019-08,1200000,cz,12,0.208442
00000205619,2019-09,4200000,cz,30,0.489796
00000205619,2019-10,6100000,cz,19,0.673661
00000205619,2019-11,7600000,cz,15,0.631491
00000205619,2019-12,9400000,cz,18,0.542005
00000205619,2020-02,11700000,cz,23,1.650444
00000205662,2019-04,5400000,cz,54,0.75188
00000205662,2019-06,10000000,cz,46,1.669728
00000205662,2019-07,14600000,cz,46,1.84111
00000205662,2019-11,20400000,cz,58,1.695056
00000205662,2019-12,27900000,cz,75,1.608718
00000205662,2020-01,34700000,cz,68,3.556786
00000205662,2020-02,39700000,cz,50,5.600226
00000205676,2019-03,2600000,cz,26,0.386387
00000205676,2019-04,5500000,cz,29,0.765803
00000205676,2019-07,7500000,cz,20,0.945776
00000205676,2019-08,8100000,cz,6,1.406983
00000205676,2019-09,10400000,cz,23,1.212828
00000205676,2019-11,11500000,cz,11,0.955546
00000205676,2020-01,12900000,cz,14,1.322263
00000205681,2019-12,100000,cz,1,0.005766
00000205681,2020-01,300000,cz,2,0.03075
00000205695,2019-03,300000,cz,3,0.044583
00000205695,2019-04,400000,cz,1,0.055695
00000205695,2019-06,500000,cz,1,0.083486
00000205695,2019-11,600000,cz,1,0.049855
00000205695,2019-12,700000,cz,1,0.040362
00000205836,2019-03,2200000,cz,22,0.326943
00000205836,2019-04,6200000,cz,40,0.863269
00000205836,2019-05,10800000,cz,46,1.772817
00000205836,2019-07,13900000,cz,31,1.752837
00000205836,2019-09,18700000,cz,48,2.180758
00000205836,2019-10,25100000,cz,64,2.771949
00000205836,2019-11,29800000,cz,47,2.476111
00000205836,2020-02,34600000,cz,48,4.880801
00000206096,2019-04,2900000,cz,29,0.403787
00000206096,2019-05,4600000,cz,17,0.755089
00000206096,2019-06,6100000,cz,15,1.018534
00000206096,2019-07,8800000,cz,27,1.10971
00000206096,2019-08,11300000,cz,25,1.962828
00000206096,2019-12,14100000,cz,28,0.813008
00000206096,2020-01,16300000,cz,22,1.670767
00000206096,2020-02,19600000,cz,33,2.764847
00000208236,2019-03,900000,cz,9,0.133749
00000208236,2019-05,2000000,cz,11,0.328299
00000208236,2019-06,2900000,cz,9,0.484221
00000208236,2019-09,3900000,cz,10,0.45481
00000208236,2019-10,5200000,cz,13,0.574268
00000208236,2019-12,7100000,cz,19,0.409387
00000208670,2019-03,15300000,cz,153,2.273741
00000208670,2019-05,30200000,cz,149,4.957321
00000208670,2019-06,42800000,cz,126,7.146435
00000208670,2019-07,59900000,cz,171,7.553594
00000208670,2019-08,77700000,cz,178,13.496613
00000208670,2019-09,94600000,cz,169,11.03207
00000208670,2019-10,114000000,cz,194,12.589729
00000208670,2019-11,133800000,cz,198,11.117574
00000208670,2020-02,151100000,cz,173,21.314713
00000208788,2019-03,7400000,cz,74,1.099718
00000208788,2019-05,16600000,cz,92,2.724885
00000208788,2019-07,25000000,cz,84,3.152585
00000208788,2019-08,35500000,cz,105,6.166406
00000208788,2019-10,46000000,cz,105,5.080066
00000208788,2019-12,65600000,cz,196,3.782506
00000208788,2020-01,77300000,cz,117,7.923329
00000211088,2019-04,5900000,cz,59,0.821498
00000211088,2019-06,10800000,cz,49,1.803306
00000211088,2019-09,15900000,cz,51,1.854227
00000211088,2019-10,20000000,cz,41,2.208724
00000211088,2020-01,28400000,cz,84,2.911029
00000212417,2019-03,200000,cz,2,0.029722
00000212417,2019-04,400000,cz,2,0.055695
00000212417,2019-06,800000,cz,4,0.133578
00000212417,2019-07,1700000,cz,9,0.214376
00000212417,2019-08,1800000,cz,1,0.312663
00000212417,2019-09,3000000,cz,12,0.349854
00000212417,2020-01,4000000,cz,10,0.410004
00000212417,2020-02,4600000,cz,6,0.648893
00000212554,2019-03,1600000,cz,16,0.237777
00000212554,2019-04,3500000,cz,19,0.487329
00000212554,2019-06,4800000,cz,13,0.801469
00000212554,2019-08,5900000,cz,11,1.024839
00000212554,2019-09,8000000,cz,21,0.932945
00000212554,2019-10,9600000,cz,16,1.060188
00000212554,2019-11,11100000,cz,15,0.92231
00000212568,2019-04,1500000,cz,15,0.208855
00000212568,2019-05,2600000,cz,11,0.426789
00000212568,2019-06,4700000,cz,21,0.784772
00000212568,2020-02,6200000,cz,15,0.874594
00000212573,2019-10,100000,cz,1,0.011044
00000212573,2019-11,200000,cz,1,0.016618
00000212573,2020-01,500000,cz,3,0.051251
00000213841,2019-03,4300000,cz,43,0.639025
00000213841,2019-06,7500000,cz,32,1.252296
00000213841,2019-07,10800000,cz,33,1.361917
00000213841,2019-08,14600000,cz,38,2.536043
00000213841,2019-10,19300000,cz,47,2.131419
00000213841,2019-11,23300000,cz,40,1.93602
00000213841,2020-02,27900000,cz,46,3.935675
00000213855,2019-03,10100000,cz,101,1.500966
00000213855,2019-04,20700000,cz,106,2.882206
00000213855,2019-05,31100000,cz,104,5.105056
00000213855,2019-06,38400000,cz,73,6.411755
00000213855,2019-10,49000000,cz,106,5.411375
00000213855,2019-12,61300000,cz,123,3.534567
00000213855,2020-01,73600000,cz,123,7.544075
00000214157,2019-05,500000,cz,5,0.082075
00000214157,2019-06,1000000,cz,5,0.166973
00000214157,2019-08,1600000,cz,6,0.277923
00000214157,2019-09,2500000,cz,9,0.291545
00000214157,2019-10,3100000,cz,6,0.342352
00000214157,2020-01,3500000,cz,4,0.358754
00000214505,2019-03,5900000,cz,59,0.876802
00000214505,2019-04,13500000,cz,76,1.879699
00000214505,2019-05,22200000,cz,87,3.644123
00000214505,2019-07,31000000,cz,88,3.909206
00000214505,2019-09,44700000,cz,137,5.212828
00000214505,2020-02,52300000,cz,76,7.377627
00000214553,2019-04,16500000,cz,165,2.29741
00000214553,2019-05,28200000,cz,117,4.629022
00000214553,2019-06,40300000,cz,121,6.729003
00000214553,2019-09,41200000,cz,9,4.804665
00000214572,2019-04,5600000,cz,56,0.779727
00000214572,2019-05,10200000,cz,46,1.674327
00000214572,2019-08,17000000,cz,68,2.952927
00000214572,2019-09,24400000,cz,74,2.845481
00000214572,2019-10,29600000,cz,52,3.268912
00000214572,2019-11,35600000,cz,60,2.958039
00000214572,2019-12,41900000,cz,63,2.41596
00000214572,2020-01,49500000,cz,76,5.073801
00000214591,2019-07,13700000,cz,137,1.727617
00000214591,2019-09,31200000,cz,175,3.638484
00000214591,2019-10,46300000,cz,151,5.113197
00000214591,2019-11,70000000,cz,237,5.816369
00000215307,2019-03,4200000,cz,42,0.624164
00000215307,2019-04,8000000,cz,38,1.113896
00000215307,2019-06,10200000,cz,22,1.703122
00000215307,2019-08,12200000,cz,20,2.119159
00000215307,2019-09,15600000,cz,34,1.819242
00000215307,2019-12,20900000,cz,53,1.205097
00000215307,2020-02,24200000,cz,33,3.41374
00000216665,2019-08,100000,cz,1,0.01737
00000216665,2019-10,200000,cz,1,0.022087
00000217165,2019-03,3000000,cz,30,0.445831
00000217165,2019-04,6900000,cz,39,0.960735
00000217165,2019-05,10900000,cz,40,1.789232
00000217165,2019-07,14700000,cz,38,1.85372
00000217165,2019-09,19200000,cz,45,2.239067
00000217165,2019-10,23000000,cz,38,2.540033
00000217165,2019-11,28100000,cz,51,2.334857
00000217165,2019-12,35400000,cz,73,2.041169
00000217165,2020-01,40700000,cz,53,4.171792
00000217165,2020-02,44700000,cz,40,6.305544
00000217194,2019-04,4000000,cz,40,0.556948
00000217194,2019-05,9200000,cz,52,1.510177
00000217194,2019-06,13900000,cz,47,2.320922
00000217194,2019-07,22800000,cz,89,2.875158
00000217660,2019-07,400000,cz,4,0.050441
00000217660,2019-10,500000,cz,1,0.055218
00000217660,2019-11,700000,cz,2,0.058164
00000217797,2019-06,2700000,cz,27,0.450827
00000217797,2019-07,6600000,cz,39,0.832282
00000217797,2019-08,10700000,cz,41,1.858607
00000217797,2020-01,16400000,cz,57,1.681017
00000217797,2020-02,22000000,cz,56,3.1034
00000217801,2019-04,900000,cz,9,0.125313
00000217801,2019-07,2400000,cz,15,0.302648
00000217801,2019-09,3600000,cz,12,0.419825
00000217801,2019-10,5400000,cz,18,0.596356
00000217801,2019-12,9100000,cz,37,0.524707
00000217801,2020-01,11600000,cz,25,1.189012
00000217820,2019-03,4000000,cz,40,0.594442
00000217820,2019-04,7800000,cz,38,1.086048
00000217820,2019-05,10100000,cz,23,1.657912
00000217820,2019-08,13500000,cz,34,2.344971
00000217820,2019-09,17400000,cz,39,2.029155
00000217820,2020-01,25300000,cz,79,2.593276
00000218546,2019-04,5100000,cz,51,0.710109
00000218546,2019-05,11000000,cz,59,1.805647
00000218546,2019-07,16200000,cz,52,2.042875
00000218546,2019-08,21000000,cz,48,3.647733
00000218546,2019-09,27100000,cz,61,3.16035
00000218546,2019-10,32200000,cz,51,3.556046
00000218551,2019-07,2000000,cz,20,0.252207
00000218551,2019-08,3800000,cz,18,0.660066
00000218551,2019-10,6700000,cz,29,0.739923
00000218551,2019-11,9000000,cz,23,0.747819
00000218551,2020-01,11800000,cz,28,1.209512
00000218565,2019-06,1900000,cz,19,0.317248
00000218565,2019-08,4700000,cz,28,0.816397
00000218565,2019-10,6700000,cz,20,0.739923
00000218565,2019-12,10400000,cz,37,0.599666
00000218565,2020-01,11700000,cz,13,1.199262
00000218565,2020-02,13100000,cz,14,1.847933
00000219895,2019-05,8700000,cz,87,1.428102
00000219895,2019-10,23500000,cz,148,2.595251
00000219895,2019-11,41000000,cz,175,3.40673
00000219895,2020-01,54600000,cz,136,5.596556
00000219937,2019-05,14700000,cz,147,2.413001
00000219937,2019-08,38300000,cz,236,6.652771
00000219937,2019-09,61700000,cz,234,7.195335
00000219937,2019-10,88600000,cz,269,9.784649
00000219937,2019-11,119500000,cz,309,9.929373
00000219937,2019-12,155400000,cz,359,8.960387
00000219937,2020-01,182100000,cz,267,18.665437
00000221049,2019-05,2200000,cz,22,0.361129
00000221049,2019-06,3800000,cz,16,0.634497
00000221049,2019-07,7300000,cz,35,0.920555
00000221049,2019-09,10300000,cz,30,1.201166
00000221049,2019-10,14400000,cz,41,1.590282
00000221049,2019-11,17200000,cz,28,1.429165
00000221049,2019-12,21500000,cz,43,1.239693
00000221049,2020-02,25600000,cz,41,3.611229
00000221191,2019-03,100000,cz,1,0.014861
00000221191,2019-05,300000,cz,2,0.049245
00000221394,2019-03,2700000,cz,27,0.401248
00000221394,2019-05,3900000,cz,12,0.640184
00000221394,2019-07,5700000,cz,18,0.718789
00000221394,2019-08,8700000,cz,30,1.511204
00000221394,2019-10,12500000,cz,38,1.380453
00000221394,2020-01,15100000,cz,26,1.547765
00000221394,2020-02,17100000,cz,20,2.412188
00000221445,2019-05,1000000,cz,10,0.16415
00000221445,2019-07,2800000,cz,18,0.35309
00000221445,2019-11,3800000,cz,10,0.315746
00000221445,2019-12,5700000,cz,19,0.328663
00000221445,2020-02,7400000,cz,17,1.043871
00000221450,2019-04,500000,cz,5,0.069618
00000221450,2019-05,2400000,cz,19,0.393959
00000221450,2019-06,3800000,cz,14,0.634497
00000221450,2019-10,6100000,cz,23,0.673661
00000221450,2019-11,7900000,cz,18,0.656419
00000221450,2019-12,9500000,cz,16,0.547771
00000221450,2020-01,11700000,cz,22,1.199262
00000221450,2020-02,13700000,cz,20,1.932572
00000221596,2019-06,4100000,cz,41,0.684588
00000221596,2019-08,10600000,cz,65,1.841237
00000221596,2019-09,19300000,cz,87,2.250729
00000221596,2019-11,30100000,cz,108,2.501039
00000221596,2020-01,39300000,cz,92,4.02829
00000221884,2019-03,100000,cz,1,0.014861
00000221884,2019-05,300000,cz,2,0.049245
00000221884,2019-07,400000,cz,1,0.050441
00000221884,2019-12,800000,cz,4,0.046128
00000221884,2020-02,1300000,cz,5,0.183383
00000222421,2019-04,1100000,cz,11,0.153161
00000222421,2019-05,1900000,cz,8,0.311884
00000222421,2019-06,2600000,cz,7,0.434129
00000222421,2019-12,3000000,cz,4,0.17298
00000222440,2019-05,2900000,cz,29,0.476034
00000222440,2019-08,5600000,cz,27,0.972729
00000222440,2019-12,10700000,cz,51,0.616964
00000222440,2020-01,13300000,cz,26,1.363264
00000222671,2019-03,1000000,cz,10,0.14861
00000222671,2019-12,2300000,cz,13,0.132618
00000222671,2020-01,2900000,cz,6,0.297253
00000222671,2020-02,3500000,cz,6,0.493723
00000222973,2019-04,3500000,cz,35,0.487329
00000222973,2019-05,6500000,cz,30,1.066973
00000222973,2019-06,9800000,cz,33,1.636333
00000222973,2019-08,14200000,cz,44,2.466562
00000222973,2019-09,19000000,cz,48,2.215743
00000222973,2019-10,24900000,cz,59,2.749862
00000222973,2019-11,30400000,cz,55,2.525966
00000222973,2019-12,39400000,cz,90,2.27181
00000222973,2020-02,45500000,cz,61,6.418395
00000223492,2019-06,1600000,cz,16,0.267156
00000223492,2019-10,2900000,cz,13,0.320265
00000223492,2019-12,3900000,cz,10,0.224875
00000223492,2020-01,4900000,cz,10,0.502255
00000223492,2020-02,5600000,cz,7,0.789956
00000223618,2019-03,400000,cz,4,0.059444
00000223618,2019-07,600000,cz,2,0.075662
00000223618,2019-08,900000,cz,3,0.156331
00000223618,2019-09,1200000,cz,3,0.139942
00000223618,2019-11,1500000,cz,3,0.124636
00000223618,2019-12,1800000,cz,3,0.103788
00000223618,2020-02,2100000,cz,3,0.296234
00000224335,2019-03,100000,cz,1,0.014861
00000224335,2019-05,500000,cz,4,0.082075
00000224335,2019-08,700000,cz,2,0.121591
00000224335,2019-09,1100000,cz,4,0.12828
00000224335,2019-10,1300000,cz,2,0.143567
00000224335,2019-12,1900000,cz,6,0.109554
00000224335,2020-01,2200000,cz,3,0.225502
00000224335,2020-02,2500000,cz,3,0.352659
00000225293,2019-04,1200000,cz,12,0.167084
00000225293,2019-05,3200000,cz,20,0.525279
00000225293,2019-12,4600000,cz,14,0.265237
00000225293,2020-01,5800000,cz,12,0.594506
00000226315,2019-06,4700000,cz,47,0.784772
00000226315,2019-07,9900000,cz,52,1.248424
00000226315,2019-08,14100000,cz,42,2.449192
00000226315,2019-10,23200000,cz,91,2.56212
00000226315,2020-01,35500000,cz,123,3.638786
00000226792,2019-03,800000,cz,8,0.118888
00000226792,2019-06,1100000,cz,3,0.18367
00000226792,2019-07,1400000,cz,3,0.176545
00000226792,2019-11,2200000,cz,8,0.1828
00000226792,2019-12,2600000,cz,4,0.149916
00000226792,2020-01,3500000,cz,9,0.358754
00000228338,2019-05,200000,cz,2,0.03283
00000228338,2019-06,600000,cz,4,0.100184
00000228338,2019-09,1000000,cz,4,0.116618
00000228338,2019-10,1400000,cz,4,0.154611
00000228338,2019-12,1600000,cz,2,0.092256
00000228606,2019-04,100000,cz,1,0.013924
00000228606,2019-07,200000,cz,1,0.025221
00000228606,2019-10,300000,cz,1,0.033131
00000228606,2019-12,500000,cz,2,0.02883
00000228606,2020-01,600000,cz,1,0.061501
00000228705,2019-11,10200000,cz,102,0.847528
00000228705,2020-01,23000000,cz,128,2.357524
00000228705,2020-02,32500000,cz,95,4.584568
00000228994,2019-05,1100000,cz,11,0.180565
00000228994,2019-06,1500000,cz,4,0.250459
00000228994,2019-08,1600000,cz,1,0.277923
00000229031,2019-04,2800000,cz,28,0.389864
00000230666,2019-03,1000000,cz,10,0.14861
00000232830,2019-06,1100000,cz,11,0.18367
00000232830,2019-07,2600000,cz,15,0.327869
00000232830,2019-08,4200000,cz,16,0.729547
00000232830,2019-09,6700000,cz,25,0.781341
00000232830,2019-10,8200000,cz,15,0.905577
00000232830,2019-11,9800000,cz,16,0.814292
00000232830,2019-12,11800000,cz,20,0.68039
00000233250,2019-04,30900000,cz,309,4.302423
00000233250,2019-05,54300000,cz,234,8.913329
00000233250,2019-07,80400000,cz,261,10.138714
00000233250,2019-09,113600000,cz,332,13.247813
00000233250,2019-12,160300000,cz,467,9.242922
00000233250,2020-01,198000000,cz,377,20.295203
00000233429,2019-06,8400000,cz,84,1.402571
00000233429,2019-07,13800000,cz,54,1.740227
00000233429,2019-09,20900000,cz,71,2.437318
00000233429,2019-11,29700000,cz,88,2.467802
00000233429,2019-12,39400000,cz,97,2.27181
00000234546,2019-03,1800000,cz,18,0.267499
00000234546,2019-05,3400000,cz,16,0.558109
00000234546,2019-06,4500000,cz,11,0.751378
00000234546,2019-07,5900000,cz,14,0.74401
00000234546,2019-08,7400000,cz,15,1.285392
00000234546,2019-09,9600000,cz,22,1.119534
00000236239,2019-04,6900000,cz,69,0.960735
00000236239,2019-06,11200000,cz,43,1.870095
00000236239,2019-08,14300000,cz,31,2.483933
00000236239,2019-09,18400000,cz,41,2.145773
00000236239,2019-11,27700000,cz,93,2.30162
00000236239,2020-01,38800000,cz,111,3.97704
00000236239,2020-02,49400000,cz,106,6.968543
00000239233,2019-05,500000,cz,5,0.082075
00000239233,2019-07,1000000,cz,5,0.126103
00000239233,2019-11,2200000,cz,12,0.1828
00000239233,2019-12,3700000,cz,15,0.213343
00000239233,2020-01,4700000,cz,10,0.481755
00000239233,2020-02,5300000,cz,6,0.747637
00000241047,2019-03,1000000,cz,10,0.14861
00000241047,2019-05,2600000,cz,16,0.426789
00000241047,2019-10,4400000,cz,18,0.485919
00000241047,2019-12,7500000,cz,31,0.432451
00000241047,2020-01,9500000,cz,20,0.97376
00000242278,2019-03,100000,cz,1,0.014861
00000242278,2019-04,300000,cz,2,0.041771
00000242278,2019-07,400000,cz,1,0.050441
00000242278,2019-12,600000,cz,2,0.034596
00000242749,2019-06,2500000,cz,25,0.417432
00000242749,2019-08,5100000,cz,26,0.885878
00000242749,2019-11,7500000,cz,24,0.623182
00000242933,2019-05,1500000,cz,15,0.246225
00000242933,2019-10,1600000,cz,1,0.176698
00000243292,2019-12,200000,cz,2,0.011532
00000243292,2020-02,500000,cz,3,0.070532
00000243800,2019-05,5500000,cz,55,0.902823
00000243800,2019-06,10700000,cz,52,1.786609
00000243800,2019-10,17100000,cz,64,1.888459
00000243800,2019-12,24300000,cz,72,1.401142
00000244381,2019-06,100000,cz,1,0.016697
00000245229,2019-04,200000,cz,2,0.027847
00000245229,2019-12,900000,cz,7,0.051894
00000245229,2020-02,1700000,cz,8,0.239808
00000245427,2019-12,7200000,cz,72,0.415153
00000245427,2020-02,12100000,cz,49,1.70687
00000245842,2019-05,2800000,cz,28,0.459619
00000245842,2019-06,5900000,cz,31,0.985139
00000245842,2019-11,10900000,cz,50,0.905692
00000245880,2019-05,19400000,cz,194,3.184504
00000245880,2019-09,50000000,cz,306,5.830904
00000245880,2019-10,74400000,cz,244,8.216455
00000245917,2019-07,3600000,cz,36,0.453972
00000245917,2019-11,10000000,cz,64,0.83091
00000246078,2019-03,1800000,cz,18,0.267499
00000246078,2019-04,3200000,cz,14,0.445558
00000246078,2019-06,4200000,cz,10,0.701286
00000246078,2019-07,5100000,cz,9,0.643127
00000246078,2020-01,5800000,cz,7,0.594506
00000246342,2019-03,1700000,cz,17,0.252638
00000246342,2019-05,2800000,cz,11,0.459619
00000246342,2019-09,5100000,cz,23,0.594752
00000246342,2019-10,6800000,cz,17,0.750966
00000246356,2019-05,2000000,cz,20,0.328299
00000246380,2019-03,600000,cz,6,0.089166
00000246380,2019-04,1200000,cz,6,0.167084
00000246380,2019-08,1700000,cz,5,0.295293
00000246380,2019-11,2600000,cz,9,0.216037
00000246417,2019-04,2200000,cz,22,0.306321
00000246417,2019-07,4200000,cz,20,0.529634
00000246417,2019-09,6900000,cz,27,0.804665
00000246714,2019-03,700000,cz,7,0.104027
00000246714,2019-10,1500000,cz,8,0.165654
00000246894,2019-07,300000,cz,3,0.037831
00000246894,2020-01,1200000,cz,9,0.123001
00000247370,2019-08,3400000,cz,34,0.590585
00000247370,2019-10,6400000,cz,30,0.706792
00000247370,2020-02,10600000,cz,42,1.495274
00000248218,2019-03,400000,cz,4,0.059444
00000248218,2019-04,800000,cz,4,0.11139
00000248218,2019-05,1000000,cz,2,0.16415
00000248218,2019-08,2000000,cz,10,0.347403
00000248567,2019-05,4600000,cz,46,0.755089
00000248567,2019-07,12000000,cz,74,1.513241
00000248567,2019-11,16700000,cz,47,1.387619
00000248567,2020-01,24300000,cz,76,2.490775
00000249487,2019-04,1400000,cz,14,0.194932
00000249487,2019-07,3000000,cz,16,0.37831
00000249487,2019-09,6600000,cz,36,0.769679
00000250249,2019-11,3500000,cz,35,0.290818
00000250664,2019-04,100000,cz,1,0.013924
00000250664,2019-09,500000,cz,4,0.058309
00000250918,2019-07,600000,cz,6,0.075662
00000250918,2019-09,1200000,cz,6,0.139942
00000250918,2019-10,1600000,cz,4,0.176698
00000250918,2019-11,2500000,cz,9,0.207727
00000251135,2019-07,12000000,cz,120,1.513241
00000251135,2019-10,29900000,cz,179,3.302043
00000251338,2019-10,1500000,cz,15,0.165654
00000251343,2019-08,3100000,cz,31,0.538475
00000251343,2019-12,6700000,cz,36,0.386323
00000251343,2020-01,9800000,cz,31,1.00451
00000251475,2019-03,900000,cz,9,0.133749
00000251475,2019-06,1300000,cz,4,0.217065
00000251475,2019-08,2200000,cz,9,0.382143
00000251475,2019-10,3000000,cz,8,0.331309
00000251475,2020-02,3600000,cz,6,0.507829
00000251809,2019-07,1000000,cz,10,0.126103
00000251814,2019-04,500000,cz,5,0.069618
00000251814,2019-05,1200000,cz,7,0.19698
00000251814,2019-08,1700000,cz,5,0.295293
00000251814,2019-09,2600000,cz,9,0.303207
00000251814,2019-10,3000000,cz,4,0.331309
00000251814,2019-12,3500000,cz,5,0.201811
00000251852,2019-09,4500000,cz,45,0.524781
00000251852,2019-10,4800000,cz,3,0.530094
00000252413,2019-05,2100000,cz,21,0.344714
00000252578,2019-06,2200000,cz,22,0.36734
00000252875,2019-10,200000,cz,2,0.022087
00000253238,2019-03,300000,cz,3,0.044583
00000253238,2019-10,1300000,cz,10,0.143567
00000253399,2019-09,100000,cz,1,0.011662
00000253399,2019-12,200000,cz,1,0.011532
00000255256,2019-09,1000000,cz,10,0.116618
00000255256,2019-12,1700000,cz,7,0.098022
00000255256,2020-02,2500000,cz,8,0.352659